Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2009","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","28",
"2009","Columbia Univ in the City of New York","Statistics","Total for selected values","246",
"2009","Columbia Univ in the City of New York","Statistics","Foreign nationals","187",
"2009","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","59",
"2008","Total for selected values","Total for selected values","Total for selected values","4,325",
"2008","Columbia Univ in the City of New York","Total for selected values","Total for selected values","4,325",
"2008","Columbia Univ in the City of New York","Anthropology","Total for selected values","139",
"2008","Columbia Univ in the City of New York","Anthropology","Foreign nationals","46",
"2008","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","93",
"2008","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","28",
"2008","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","8",
"2008","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","20",
"2008","Columbia Univ in the City of New York","Biochemistry","Total for selected values","33",
"2008","Columbia Univ in the City of New York","Biochemistry","Foreign nationals","12",
"2008","Columbia Univ in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","21",
"2008","Columbia Univ in the City of New York","Biology","Total for selected values","110",
"2008","Columbia Univ in the City of New York","Biology","Foreign nationals","45",
"2008","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","65",
"2008","Columbia Univ in the City of New York","Biomedical engineering","Total for selected values","104",
"2008","Columbia Univ in the City of New York","Biomedical engineering","Foreign nationals","42",
"2008","Columbia Univ in the City of New York","Biomedical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","62",
"2008","Columbia Univ in the City of New York","Biometry and epidemiology","Total for selected values","196",
"2008","Columbia Univ in the City of New York","Biometry and epidemiology","Foreign nationals","46",
"2008","Columbia Univ in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","150",
"2008","Columbia Univ in the City of New York","Biophysics","Total for selected values","72",
"2008","Columbia Univ in the City of New York","Biophysics","Foreign nationals","16",
"2008","Columbia Univ in the City of New York","Biophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","56",
"2008","Columbia Univ in the City of New York","Biosciences not elsewhere classified","Total for selected values","128",
"2008","Columbia Univ in the City of New York","Biosciences not elsewhere classified","Foreign nationals","24",
"2008","Columbia Univ in the City of New York","Biosciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","104",
"2008","Columbia Univ in the City of New York","Chemistry","Total for selected values","114",
"2008","Columbia Univ in the City of New York","Chemistry","Foreign nationals","48",
"2008","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","66",
"2008","Columbia Univ in the City of New York","Civil engineering","Total for selected values","97",
"2008","Columbia Univ in the City of New York","Civil engineering","Foreign nationals","43",
"2008","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","54",
"2008","Columbia Univ in the City of New York","Computer sciences","Total for selected values","437",
"2008","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","281",
"2008","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","156",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","59",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Foreign nationals","28",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","31",
"2008","Columbia Univ in the City of New York","Ecology","Total for selected values","64",
